Pos,ID,Name,BV,SV,Team,1_xMins,2_xMins,3_xMins,4_xMins,5_xMins,6_xMins,7_xMins,8_xMins,9_xMins,10_xMins,11_xMins,12_xMins,1_Pts,2_Pts,3_Pts,4_Pts,5_Pts,6_Pts,7_Pts,8_Pts,9_Pts,10_Pts,11_Pts,12_Pts
M,647,Guedes,5.5,5.5,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,648,Munetsi,5.5,5.5,Wolves,47.70,47.70,47.70,47.70,47.70,47.70,47.70,47.70,47.70,47.70,47.70,47.70,1.94,2.16,2.26,2.02,2.49,2.18,2.33,2.50,2.69,2.12,1.97,2.36
M,649,B.Traore,5.0,5.0,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,650,Chirewa,4.5,4.5,Wolves,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.05,0.05,0.04,0.04,0.04
M,651,Edozie,4.5,4.5,Wolves,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,0.04,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.05
M,652,Gonzalez,4.5,4.5,Wolves,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,0.22,0.25,0.26,0.23,0.27,0.25,0.26,0.28,0.29,0.24,0.22,0.26
M,653,Hodge,4.5,4.5,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,654,Strand Larsen,6.5,6.5,Wolves,78.15,78.15,78.15,78.15,78.15,78.15,78.15,78.15,78.15,78.15,78.15,78.15,3.65,4.05,4.20,3.70,4.75,4.04,4.39,4.77,5.08,3.89,3.66,4.39
F,655,Fábio Silva,5.0,5.0,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,656,Kalajdžić,5.0,5.0,Wolves,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,0.26,0.27,0.28,0.26,0.31,0.27,0.30,0.31,0.33,0.27,0.25,0.30
F,657,Chiwome,4.5,4.5,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,658,Fraser,4.5,4.5,Wolves,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02
D,659,Walker-Peters,4.5,4.5,West Ham,24.30,24.30,24.30,24.30,24.30,24.30,24.30,24.30,24.30,24.30,24.30,24.30,1.05,0.87,0.91,0.97,1.01,0.92,0.73,1.02,0.96,0.92,1.17,0.88
M,660,Stach,5.0,5.0,Leeds United,72.30,72.30,72.30,72.30,72.30,72.30,72.30,72.30,72.30,72.30,72.30,72.30,3.11,2.57,3.09,2.93,3.02,3.23,3.33,3.22,3.29,2.92,2.84,3.04
F,661,Ekitiké,8.5,8.5,Liverpool,76.95,76.95,76.95,76.95,76.95,76.95,76.95,76.95,76.95,76.95,76.95,76.95,5.60,4.50,4.22,5.53,5.03,4.65,4.27,5.25,5.16,5.26,4.12,5.16
D,662,Mosquera,5.5,5.5,Arsenal,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,0.29,0.34,0.27,0.32,0.28,0.29,0.33,0.31,0.32,0.33,0.33,0.31
M,663,J.Arias,5.5,5.5,Wolves,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,3.37,3.82,4.04,3.53,4.42,3.79,4.10,4.47,4.79,3.74,3.38,4.10
G,664,Lecomte,4.0,4.0,Fulham,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.04
G,665,Perri,4.5,4.5,Leeds United,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,3.23,2.03,2.56,2.91,2.98,3.09,2.76,3.38,3.14,2.57,2.90,2.68
F,666,Gyökeres,9.0,9.0,Arsenal,73.50,73.50,73.50,73.50,73.50,73.50,73.50,73.50,73.50,73.50,73.50,73.50,4.45,5.60,3.96,5.09,4.49,4.29,5.64,4.54,5.04,5.36,5.56,5.27
D,667,Aznou,4.5,4.5,Everton,75.15,75.15,75.15,75.15,75.15,75.15,75.15,75.15,75.15,75.15,75.15,75.15,3.30,3.48,3.38,3.37,2.28,3.91,3.57,2.18,3.52,3.90,3.67,2.99
M,668,Xhaka,5.0,5.0,Sunderland,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,2.75,2.70,2.72,2.55,2.56,2.39,2.52,2.67,2.32,2.58,2.34,2.47
M,669,Ndoye,6.0,6.0,Nott'm Forest,71.85,71.85,71.85,71.85,71.85,71.85,71.85,71.85,71.85,71.85,71.85,71.85,3.79,3.19,3.72,2.68,3.67,4.17,3.04,3.21,3.27,3.50,3.76,2.80
G,670,Roefs,4.5,4.5,Sunderland,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,3.20,3.38,3.26,3.08,2.82,2.98,2.63,3.51,2.55,3.25,2.42,3.06
F,671,Wilson,6.0,6.0,West Ham,27.00,27.00,27.00,27.00,27.00,27.00,27.00,27.00,27.00,27.00,27.00,27.00,1.55,1.32,1.31,1.47,1.43,1.29,1.14,1.55,1.39,1.37,1.64,1.35
D,672,Hato,5.0,5.0,Chelsea,25.65,25.65,25.65,25.65,25.65,25.65,25.65,25.65,25.65,25.65,25.65,25.65,1.10,1.05,1.08,1.02,0.98,1.06,0.93,1.01,1.21,0.96,1.13,1.12
M,673,J.Palhinha,5.5,5.5,Spurs,53.25,53.25,53.25,53.25,53.25,53.25,53.25,53.25,53.25,53.25,53.25,53.25,2.39,1.78,2.21,2.12,2.04,2.23,2.08,2.12,2.01,1.95,2.16,1.76
G,674,Ramsdale,5.0,5.0,Newcastle,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.04,0.03,0.03,0.04,0.03,0.04,0.03,0.03,0.03
G,675,Gunn,4.0,4.0,Nott'm Forest,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02
M,676,Ugochukwu,5.0,5.0,Burnley,62.70,62.70,62.70,62.70,62.70,62.70,62.70,62.70,62.70,62.70,62.70,62.70,1.99,2.32,2.00,1.95,2.03,1.78,1.92,2.16,2.02,1.86,2.04,1.95
M,677,Guessand,6.5,6.5,Aston Villa,37.05,37.05,37.05,37.05,37.05,37.05,37.05,37.05,37.05,37.05,37.05,37.05,2.30,2.23,2.30,2.04,2.45,2.31,2.67,2.15,2.00,1.83,2.39,2.22
D,678,Masuaku,4.0,4.0,Sunderland,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,0.51,0.52,0.49,0.44,0.45,0.45,0.44,0.50,0.39,0.50,0.42,0.45
G,679,Hermansen,4.5,4.5,West Ham,45.00,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,1.62,2.97,3.09,3.04,3.49,3.08,2.29,3.34,3.28,2.78,3.82,3.06
F,680,Broja,5.5,5.5,Burnley,42.60,42.60,42.60,42.60,42.60,42.60,42.60,42.60,42.60,42.60,42.60,42.60,1.83,2.40,1.84,1.80,2.04,1.72,1.84,2.21,1.93,1.74,2.01,1.89
F,681,Šeško,7.5,7.5,Man Utd,53.40,74.70,74.70,74.70,74.70,74.70,74.70,74.70,74.70,74.70,74.70,74.70,2.58,3.69,4.71,3.31,3.81,3.99,4.86,3.30,4.06,3.77,3.83,3.97
D,682,Møller Wolfe,4.5,4.5,Wolves,32.55,75.90,75.90,75.90,75.90,75.90,75.90,75.90,75.90,75.90,75.90,75.90,0.94,2.72,3.61,2.47,3.74,2.56,3.12,3.79,4.33,2.95,2.20,3.39
D,683,Alderete,4.0,4.0,Sunderland,80.25,80.25,80.25,80.25,80.25,80.25,80.25,80.25,80.25,80.25,80.25,80.25,2.72,2.77,2.41,1.95,2.14,2.08,1.77,2.74,1.33,2.59,1.68,2.04
D,684,Thiaw,5.0,5.0,Newcastle,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,1.34,1.30,1.66,1.88,1.47,1.45,1.77,1.44,1.79,1.64,1.54,1.32
D,685,Diakité,4.5,4.5,Bournemouth,29.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,0.71,3.53,2.40,2.94,2.81,3.03,3.36,2.75,3.33,1.67,2.44,3.56
